year_month,crisis_id,percent_affected_pop,people_in_minimal,people_in_stressed,people_in_moderate,people_in_severe,people_in_extreme
2022-12,BRA003,46.1,99.7,0.3,0.1,0.0,0.0
2022-12,CAF001,100.0,34.5,19.0,15.5,31.0,0.0
2022-12,CHL002,100.0,39.1,58.4,2.5,0.0,0.0
2022-12,CMR001,100.0,86.4,0.0,7.5,6.1,0.0
2022-12,CMR002,13.8,67.2,0.0,4.4,28.4,0.0
2022-12,CMR003,48.8,84.9,0.0,10.6,4.5,0.0
2022-12,CMR004,20.5,91.6,0.0,8.4,0.0,0.0
2022-12,COD001,100.0,76.0,8.9,11.8,2.7,0.6
2022-12,COG001,11.3,57.3,36.5,5.5,0.6,0.0
2022-12,COL001,100.0,78.2,6.7,8.8,5.7,0.6
2022-12,COL002,51.5,78.9,2.7,18.4,0.0,0.0
2022-12,CRI002,21.1,80.0,4.1,15.9,0.0,0.0
2022-12,DJI001,103.2,47.2,33.9,17.9,1.0,0.0
2022-12,DJI002,57.6,94.3,0.0,5.6,0.0,0.0
2022-12,DJI003,97.9,49.7,35.9,15.6,1.0,0.0
2022-12,DOM002,100.0,5.6,93.4,1.0,0.0,0.0
2022-12,DZA002,100.0,99.4,0.0,0.6,0.0,0.0
2022-12,DZA003,0.5,22.0,37.7,40.4,0.0,0.0
2022-12,DZA004,100.5,99.0,0.2,0.8,0.0,0.0
2022-12,ECU002,100.0,52.9,42.1,4.9,0.0,0.0
2022-12,EGY002,12.6,99.0,0.0,1.0,0.0,0.0
2022-12,ERI001,100.0,80.7,0.0,19.3,0.0,0.0
2022-12,ESP002,25.6,98.7,0.0,1.3,0.0,0.0
2022-12,ETH001,100.0,22.9,54.3,20.7,1.6,0.6
2022-12,ETH003,100.0,66.3,33.0,0.7,0.0,0.0
2022-12,ETH004,24.2,0.0,68.8,23.3,6.3,1.7
2022-12,ETH005,48.2,59.8,20.5,15.2,3.3,1.2
2022-12,GMB002,100.0,98.2,0.0,1.5,0.2,0.0
2022-12,GRC002,3.9,60.5,34.8,4.7,0.0,0.0
2022-12,GTM001,100.0,66.7,11.1,22.2,0.0,0.0
2022-12,HND001,100.0,57.4,12.8,29.8,0.0,0.0
2022-12,HTI001,100.0,28.1,33.3,16.7,13.2,8.8
2022-12,HTI002,56.4,89.3,0.6,10.1,0.0,0.0
2022-12,HUN002,5.7,94.4,0.0,5.6,0.0,0.0
2022-12,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2022-12,IDN007,8.3,67.5,31.7,0.7,0.0,0.0
2022-12,IDN008,6.2,89.3,10.3,0.4,0.0,0.0
2022-12,IND002,0.9,100.0,,,,
2022-12,IRN004,28.9,88.4,0.0,3.1,8.5,0.0
2022-12,IRQ001,111.0,87.3,6.7,4.9,0.8,0.3
2022-12,IRQ002,98.5,86.9,6.9,5.3,0.6,0.3
2022-12,IRQ003,12.5,89.9,0.6,6.1,3.0,0.4
2022-12,ITA002,11.2,96.5,0.0,3.5,0.0,0.0
2022-12,JOR002,80.6,78.9,12.2,7.1,1.8,0.0
2022-12,KEN001,31.0,0.0,70.9,21.9,7.2,0.0
2022-12,KEN002,2.0,50.2,0.0,49.8,0.0,0.0
2022-12,KEN003,30.9,0.0,74.1,18.7,7.2,0.0
2022-12,LBN002,100.0,7.7,69.7,11.5,10.4,0.7
2022-12,LBN004,100.0,7.7,44.8,27.9,18.8,0.7
2022-12,LBY001,100.0,54.0,36.0,9.0,1.0,0.0
2022-12,LBY002,100.0,91.2,0.0,8.8,0.0,0.0
2022-12,LKA002,100.0,0.0,68.4,16.2,15.3,0.1
2022-12,LSO003,64.1,44.1,34.4,21.5,0.0,0.0
2022-12,MAR002,100.0,99.9,0.0,0.1,0.0,0.0
2022-12,MDA002,6.0,52.7,0.0,47.3,0.0,0.0
2022-12,MDG001,100.0,82.7,9.7,6.6,1.0,0.0
2022-12,MDG002,17.7,20.9,39.8,33.9,5.4,0.0
2022-12,MDG006,100.0,96.8,2.6,0.6,0.0,0.0
2022-12,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2022-12,MEX002,100.0,99.7,0.3,,,
2022-12,MEX003,96.4,99.8,0.1,0.1,0.0,0.0
2022-12,MLI001,100.0,70.1,0.0,16.1,12.8,0.9
2022-12,MMR001,100.0,37.2,36.9,5.0,16.4,4.4
2022-12,MMR002,6.9,59.7,0.0,0.0,40.3,0.0
2022-12,MMR003,15.1,64.3,0.0,9.3,24.6,1.8
2022-12,MMR004,78.0,30.0,47.3,4.7,12.7,5.3
2022-12,MOZ001,85.7,60.4,31.5,8.1,0.0,0.0
2022-12,MOZ004,31.1,0.0,84.5,15.5,0.0,0.0
2022-12,MOZ008,54.6,94.8,1.3,3.9,0.0,0.0
2022-12,MRT002,31.6,0.0,93.6,6.4,0.0,0.0
2022-12,MRT003,91.0,46.9,32.9,18.3,1.9,0.0
2022-12,MWI002,100.0,39.9,36.5,23.5,0.0,0.0
2022-12,MWI004,88.9,94.2,1.8,4.0,0.0,0.0
2022-12,MYS001,30.9,0.0,98.2,1.8,0.0,0.0
2022-12,NAM002,98.8,37.8,32.8,24.8,4.7,0.0
2022-12,NER001,100.0,83.6,3.5,11.2,1.4,0.3
2022-12,NER002,2.7,0.0,7.3,89.9,2.1,0.5
2022-12,NER003,24.7,60.2,7.4,26.4,5.0,0.9
2022-12,NER004,17.8,78.0,8.4,12.6,0.7,0.1
2022-12,NGA001,100.0,87.8,3.5,6.7,2.0,0.0
2022-12,NGA003,7.0,89.1,0.0,9.8,1.1,0.0
2022-12,NGA004,7.3,0.0,47.7,28.7,23.7,0.0
2022-12,NGA007,18.8,83.8,0.0,15.2,1.0,0.0
2022-12,NGA008,5.7,99.3,0.0,0.7,0.0,0.0
2022-12,NIC001,100.0,96.8,3.2,,,
2022-12,PAK001,100.0,41.2,36.0,22.3,0.5,0.0
2022-12,PAK004,1.8,,,,,
2022-12,PAK005,14.4,0.0,37.6,62.3,0.1,0.0
2023-01,AFG001,100.0,12.8,21.3,31.8,34.1,0.0
2023-01,AFG005,4.3,80.4,0.0,19.6,0.0,0.0
2023-01,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2023-01,ARM002,54.4,98.0,0.4,1.7,0.0,0.0
2023-01,AZE002,28.1,0.0,100.0,0.0,0.0,0.0
2023-01,BDI001,100.0,0.0,86.2,13.0,0.8,0.0
2023-01,BFA002,100.0,83.7,0.0,13.2,3.2,0.0
2023-01,BGD002,0.9,0.0,0.0,100.0,0.0,0.0
2023-01,BRA001,63.6,99.6,0.1,0.2,0.0,0.0
2023-01,BRA002,34.4,99.4,0.1,0.4,0.0,0.0
2023-01,BRA003,24.9,99.9,0.1,0.0,0.0,0.0
2023-01,CAF001,100.0,0.0,36.4,39.3,24.3,0.0
2023-01,CHL002,100.0,39.1,58.4,2.5,0.0,0.0
2023-01,CMR001,100.0,86.4,0.0,7.5,6.1,0.0
2023-01,CMR002,13.8,67.2,0.0,4.4,28.4,0.0
2023-01,CMR003,48.8,84.9,0.0,10.6,4.5,0.0
2023-01,CMR004,20.5,91.6,0.0,8.4,0.0,0.0
2023-01,COD001,100.0,76.0,8.9,11.8,2.7,0.6
2023-01,COG001,11.3,57.3,36.5,5.5,0.6,0.0
2023-01,COL001,100.0,78.2,6.7,8.8,5.7,0.6
2023-01,COL002,51.5,78.9,13.9,7.2,0.0,0.0
2023-01,CRI002,21.1,80.0,4.1,15.9,0.0,0.0
2023-01,DJI001,103.2,46.1,34.0,18.9,1.0,0.0
2023-01,DJI002,57.6,92.5,0.0,7.5,0.0,0.0
2023-01,DJI003,100.0,48.6,35.1,15.2,1.0,0.0
2023-01,DOM002,100.0,5.6,93.4,1.0,0.0,0.0
2023-01,DZA002,100.0,99.4,0.0,0.6,0.0,0.0
2023-01,DZA003,0.5,22.0,37.7,40.4,0.0,0.0
2023-01,DZA004,100.5,99.0,0.2,0.8,0.0,0.0
2023-01,ECU002,100.0,52.9,42.1,4.9,0.0,0.0
2023-01,EGY002,12.6,99.0,0.0,1.0,0.0,0.0
2023-01,ERI001,100.0,80.7,0.0,19.3,0.0,0.0
2023-01,ESP002,25.6,98.6,0.0,1.4,0.0,0.0
2023-01,ETH001,100.0,30.9,38.4,20.7,9.0,1.0
2023-01,ETH003,100.0,66.3,33.0,0.7,0.0,0.0
2023-01,ETH004,24.2,0.0,55.5,12.3,30.6,1.7
2023-01,ETH005,48.2,59.8,20.5,15.2,3.3,1.2
2023-01,GMB002,100.0,98.2,0.0,1.5,0.2,0.0
2023-01,GRC002,3.9,60.5,34.8,4.7,0.0,0.0
2023-01,GTM001,100.0,65.9,4.0,28.9,0.0,0.0
2023-01,HND001,100.0,56.3,8.3,33.3,0.0,0.0
2023-01,HTI001,100.0,28.1,33.3,16.7,13.2,8.8
2023-01,HTI002,56.4,89.3,0.6,10.1,0.0,0.0
2023-01,HUN002,5.7,94.4,0.0,5.6,0.0,0.0
2023-01,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2023-01,IDN007,8.3,67.5,31.7,0.7,0.0,0.0
2023-01,IDN008,6.2,89.3,10.3,0.4,0.0,0.0
2023-01,IND002,0.9,100.0,,,,
2023-01,IRN004,28.9,88.4,0.0,3.1,8.5,0.0
2023-01,IRQ001,111.0,87.3,6.7,4.9,0.8,0.3
2023-01,IRQ002,98.5,86.9,6.9,5.3,0.6,0.3
2023-01,IRQ003,12.5,89.8,0.6,6.1,3.0,0.4
2023-01,ITA002,11.0,96.3,0.0,3.7,0.0,0.0
2023-01,JOR002,80.6,78.9,12.2,7.1,1.8,0.0
2023-01,KEN001,31.0,0.0,70.9,21.9,7.2,0.0
2023-01,KEN002,2.0,50.2,0.0,49.8,0.0,0.0
2023-01,KEN003,30.9,0.0,74.1,18.7,7.2,0.0
2023-01,LBN002,100.0,7.7,69.7,11.5,10.4,0.7
2023-01,LBN004,100.0,7.7,44.8,27.9,18.8,0.7
2023-01,LBY001,100.0,0.0,85.0,14.7,0.4,0.0
2023-01,LBY002,100.0,89.4,0.0,10.6,0.0,0.0
2023-01,LKA002,100.0,0.0,68.4,16.2,15.3,0.1
2023-01,LSO003,64.1,44.1,34.4,21.5,0.0,0.0
2023-01,MAR002,100.0,99.9,0.0,0.1,0.0,0.0
2023-01,MDA002,6.1,51.9,0.0,48.1,0.0,0.0
2023-01,MDG002,21.0,24.6,39.6,31.7,4.0,0.0
2023-01,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2023-01,MEX002,100.0,99.7,0.3,,,
2023-01,MEX003,96.4,99.8,0.1,0.1,0.0,0.0
2023-01,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2023-01,MMR001,100.0,2.0,67.0,23.1,8.0,0.0
2023-01,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2023-01,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2023-01,MMR004,85.0,2.3,67.8,23.7,6.1,0.0
2023-01,MOZ001,84.7,60.4,31.5,8.1,0.0,0.0
2023-01,MOZ004,30.8,0.0,84.5,15.5,0.0,0.0
2023-01,MRT002,31.5,0.0,93.5,6.5,0.0,0.0
2023-01,MRT003,91.0,59.0,25.1,13.5,2.4,0.0
2023-01,MWI002,100.0,42.5,34.9,22.6,0.0,0.0
2023-01,MYS001,30.9,0.0,98.2,1.8,0.0,0.0
2023-01,NAM002,98.6,37.8,32.8,24.8,4.7,0.0
2023-01,NER001,100.0,83.4,3.3,7.8,5.5,0.0
2023-01,NER002,2.5,0.0,7.3,89.9,2.1,0.5
2023-01,NER003,23.3,60.2,7.4,26.4,5.0,0.9
2023-01,NER004,16.8,78.0,8.4,12.6,0.7,0.1
2023-01,NGA001,100.0,87.8,3.5,6.7,2.0,0.0
2023-01,NGA003,7.0,89.1,0.0,9.8,1.1,0.0
2023-01,NGA004,7.3,0.0,47.7,28.7,23.7,0.0
2023-01,NGA007,18.8,83.8,0.0,15.2,1.0,0.0
2023-01,NGA008,5.7,99.3,0.0,0.7,0.0,0.0
2023-01,NIC001,100.0,96.8,3.2,,,
2023-01,PAK001,100.0,55.1,31.1,12.6,1.1,0.0
2023-01,PAK004,1.8,,,,,
2023-01,PAK005,14.4,0.0,37.6,62.3,0.1,0.0
2023-01,PAN002,3.2,49.7,0.0,50.3,0.0,0.0
2023-01,PER002,100.0,69.8,25.1,5.1,0.0,0.0
2023-01,PHL001,100.0,92.4,7.4,0.2,0.0,0.0
2023-01,PHL003,24.1,99.6,0.0,0.6,0.0,0.0
2023-01,PHL012,88.0,93.4,6.5,0.1,0.0,0.0
2023-01,PHL013,46.9,96.6,3.2,0.2,0.0,0.0
2023-02,AFG001,100.0,12.8,21.3,31.8,34.1,0.0
2023-02,AFG005,4.3,80.4,0.0,19.6,0.0,0.0
2023-02,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2023-02,ARM002,54.4,98.0,0.4,1.7,0.0,0.0
2023-02,AZE002,28.1,0.0,100.0,0.0,0.0,0.0
2023-02,BDI001,100.0,53.7,28.2,13.0,0.8,0.0
2023-02,BFA002,17.8,0.0,0.0,46.1,51.6,2.3
2023-02,BGD002,0.9,0.0,0.0,100.0,0.0,0.0
2023-02,BRA001,63.6,99.6,0.1,0.2,0.0,0.0
2023-02,BRA002,34.4,99.4,0.1,0.4,0.0,0.0
2023-02,BRA003,24.9,99.9,0.1,0.0,0.0,0.0
2023-02,CAF001,113.9,0.0,43.8,43.5,12.8,0.0
2023-02,CHL002,100.0,39.1,58.4,2.5,0.0,0.0
2023-02,CMR001,100.0,86.4,0.0,7.5,6.1,0.0
2023-02,CMR002,13.8,67.2,0.0,4.4,28.4,0.0
2023-02,CMR003,48.8,84.9,0.0,10.6,4.5,0.0
2023-02,CMR004,20.5,91.6,0.0,8.4,0.0,0.0
2023-02,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2023-02,COG001,11.3,57.3,36.5,5.5,0.6,0.0
2023-02,COL001,100.0,78.2,6.7,8.8,5.7,0.6
2023-02,COL002,51.5,78.9,13.9,7.2,0.0,0.0
2023-02,CRI002,21.1,80.0,4.1,15.9,0.0,0.0
2023-02,DJI001,100.0,44.2,35.1,19.6,1.0,0.0
2023-02,DJI002,57.6,92.4,0.0,7.6,0.0,0.0
2023-02,DJI003,100.0,48.6,35.1,15.2,1.0,0.0
2023-02,DOM002,100.0,5.6,93.4,1.0,0.0,0.0
2023-02,DZA002,100.0,99.4,0.0,0.6,0.0,0.0
2023-02,DZA003,0.5,22.0,37.7,40.4,0.0,0.0
2023-02,DZA004,100.5,99.0,0.2,0.8,0.0,0.0
2023-02,ECU002,100.0,52.9,42.1,4.9,0.0,0.0
2023-02,EGY002,12.6,99.0,0.0,1.0,0.0,0.0
2023-02,ERI001,100.0,70.5,0.0,29.5,0.0,0.0
2023-02,ESP002,25.6,98.9,0.0,1.1,0.0,0.0
2023-02,ETH001,100.0,31.3,47.7,11.1,8.9,1.0
2023-02,ETH003,99.4,66.3,33.0,0.7,0.0,0.0
2023-02,ETH004,24.0,0.0,55.5,12.3,30.6,1.7
2023-02,ETH005,47.9,59.8,20.2,15.5,3.3,1.2
2023-02,GMB002,99.7,98.2,0.0,1.5,0.2,0.0
2023-02,GRC002,3.9,60.5,34.8,4.7,0.0,0.0
2023-02,GTM001,100.0,65.9,4.0,28.9,0.0,0.0
2023-02,HND001,100.0,56.3,8.3,33.3,0.0,0.0
2023-02,HTI001,100.0,28.1,33.3,16.7,13.2,8.8
2023-02,HTI002,56.4,89.3,0.6,10.1,0.0,0.0
2023-02,HUN002,5.7,94.2,0.0,5.8,0.0,0.0
2023-02,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2023-02,IDN007,8.3,67.5,31.7,0.7,0.0,0.0
2023-02,IDN008,6.2,89.3,10.3,0.4,0.0,0.0
2023-02,IND002,0.9,100.0,,,,
2023-02,IRN004,28.9,82.0,0.0,5.5,12.5,0.0
2023-02,IRQ001,111.0,87.3,6.7,4.9,0.8,0.3
2023-02,IRQ002,98.5,86.9,6.9,5.3,0.6,0.3
2023-02,IRQ003,12.5,89.9,0.6,6.1,3.0,0.4
2023-02,ITA002,11.0,96.3,0.0,3.7,0.0,0.0
2023-02,JOR002,80.6,78.9,12.2,7.1,1.8,0.0
2023-02,KEN001,45.3,0.0,77.6,19.3,3.1,0.0
2023-02,KEN002,2.2,45.8,0.0,54.2,0.0,0.0
2023-02,KEN003,45.1,0.0,80.2,16.7,3.1,0.0
2023-02,LBN002,100.0,7.7,69.7,11.5,10.4,0.7
2023-02,LBN004,100.0,7.7,44.8,27.9,18.8,0.7
2023-02,LBY001,100.0,0.0,85.0,14.7,0.3,0.0
2023-02,LBY002,100.0,89.4,0.0,10.6,0.0,0.0
2023-02,LKA002,100.0,0.0,68.4,16.2,15.3,0.1
2023-02,LSO003,64.0,44.1,34.4,21.5,0.0,0.0
2023-02,MAR002,100.0,99.9,0.0,0.1,0.0,0.0
2023-02,MDA002,6.3,50.5,0.0,50.0,0.0,0.0
2023-02,MDG001,100.0,84.1,8.4,6.7,0.8,0.0
2023-02,MDG002,20.7,24.6,39.6,31.7,4.0,0.0
2023-02,MDG007,100.0,99.7,0.2,0.1,0.0,0.0
2023-02,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2023-02,MEX002,100.0,99.7,0.3,,,
2023-02,MEX003,96.4,99.8,0.1,0.1,0.0,0.0
2023-02,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2023-02,MMR001,100.0,2.0,67.0,23.1,8.0,0.0
2023-02,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2023-02,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2023-02,MMR004,85.0,2.3,67.8,23.7,6.1,0.0
2023-02,MOZ001,39.8,22.5,65.4,12.1,0.0,0.0
2023-02,MOZ004,30.7,0.0,84.5,15.5,0.0,0.0
2023-02,MOZ009,9.1,98.6,0.9,0.6,0.0,0.0
2023-02,MRT002,31.4,0.0,93.5,6.5,0.0,0.0
2023-02,MRT003,90.8,59.0,25.1,13.5,2.4,0.0
2023-02,MWI002,100.0,47.2,33.6,19.2,0.0,0.0
2023-02,MYS001,30.9,0.0,98.2,1.8,0.0,0.0
2023-02,NAM002,98.5,37.8,32.8,24.8,4.7,0.0
2023-02,NER001,100.0,83.4,3.3,7.8,5.5,0.0
2023-02,NER002,2.5,0.0,7.3,89.9,2.1,0.5
2023-02,NER003,23.3,60.2,7.4,26.4,5.0,0.9
2023-02,NER004,16.8,78.0,8.4,12.6,0.7,0.1
2023-02,NGA001,100.0,89.7,3.3,5.1,1.9,0.0
2023-02,NGA003,7.0,86.1,0.0,13.0,0.9,0.0
2023-02,NGA004,7.1,0.0,49.1,29.5,24.4,0.0
2023-02,NGA007,18.8,88.5,0.0,11.1,0.4,0.0
2023-02,NGA008,5.7,99.2,0.0,0.8,0.0,0.0
2023-02,NIC001,100.0,96.8,3.2,,,
2023-02,PAK001,100.0,78.1,13.0,7.8,1.1,0.0
2023-02,PAK004,1.8,,,,,
2023-02,PAK005,14.3,0.0,37.6,62.3,0.1,0.0
2023-02,PAN002,3.2,49.7,0.0,50.3,0.0,0.0
2023-02,PER002,100.0,69.8,25.1,5.1,0.0,0.0
2023-02,PHL001,100.0,92.0,7.8,0.2,0.0,0.0
2023-03,AFG001,100.0,12.8,21.3,31.8,34.1,0.0
2023-03,AFG005,4.3,80.4,0.0,19.6,0.0,0.0
2023-03,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2023-03,ARM002,54.4,98.0,0.4,1.7,0.0,0.0
2023-03,AZE002,28.1,0.0,100.0,0.0,0.0,0.0
2023-03,BDI001,100.0,0.0,86.2,13.0,0.8,0.0
2023-03,BFA002,17.8,0.0,0.0,46.1,51.6,2.3
2023-03,BGD002,0.9,0.0,0.0,100.0,0.0,0.0
2023-03,BRA001,63.6,99.6,0.1,0.2,0.0,0.0
2023-03,BRA002,47.1,99.5,0.2,0.3,0.0,0.0
2023-03,BRA003,21.7,99.8,0.1,0.0,0.0,0.0
2023-03,CAF001,113.9,0.0,43.8,43.5,12.8,0.0
2023-03,CHL002,100.0,39.1,58.4,2.5,0.0,0.0
2023-03,CMR001,100.0,86.4,0.0,7.5,6.1,0.0
2023-03,CMR002,13.8,67.2,0.0,4.4,28.4,0.0
2023-03,CMR003,48.8,84.9,0.0,10.6,4.5,0.0
2023-03,CMR004,20.5,91.6,0.0,8.4,0.0,0.0
2023-03,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2023-03,COG001,11.3,57.3,36.5,5.5,0.6,0.0
2023-03,COL001,100.0,81.0,4.1,8.2,6.0,0.8
2023-03,COL002,50.9,78.9,13.9,7.2,0.0,0.0
2023-03,CRI002,21.1,78.2,4.1,17.7,0.0,0.0
2023-03,DJI001,100.0,44.2,35.7,19.0,1.0,0.0
2023-03,DJI002,57.6,93.4,0.0,6.6,0.0,0.0
2023-03,DJI003,100.0,48.6,35.1,15.2,1.0,0.0
2023-03,DOM002,100.0,5.6,93.4,1.0,0.0,0.0
2023-03,DZA002,100.0,99.4,0.0,0.6,0.0,0.0
2023-03,DZA003,0.5,22.0,37.7,40.4,0.0,0.0
2023-03,DZA004,100.5,99.0,0.2,0.8,0.0,0.0
2023-03,ECU002,100.0,52.9,42.1,4.9,0.0,0.0
2023-03,EGY002,12.6,99.0,0.0,1.0,0.0,0.0
2023-03,ERI001,100.0,70.5,0.0,29.5,0.0,0.0
2023-03,ESP002,25.6,98.9,0.0,1.1,0.0,0.0
2023-03,ETH001,100.0,31.3,47.6,11.2,8.9,1.0
2023-03,ETH003,99.4,66.3,32.9,0.8,0.0,0.0
2023-03,ETH004,24.0,0.0,55.5,12.3,30.6,1.7
2023-03,ETH005,47.9,59.8,20.2,15.5,3.3,1.2
2023-03,GRC002,3.9,60.5,34.8,4.7,0.0,0.0
2023-03,GTM001,100.0,65.9,4.0,28.9,0.0,0.0
2023-03,HND001,100.0,56.3,8.3,33.3,0.0,0.0
2023-03,HTI001,100.0,28.1,33.3,16.7,13.2,8.8
2023-03,HTI002,56.4,89.3,0.6,10.1,0.0,0.0
2023-03,HUN002,5.7,94.2,0.0,5.8,0.0,0.0
2023-03,IDN002,2.0,0.0,98.2,1.8,0.0,0.0
2023-03,IDN007,8.3,67.5,31.7,0.7,0.0,0.0
2023-03,IDN008,6.2,89.3,10.3,0.4,0.0,0.0
2023-03,IND002,0.9,100.0,,,,
2023-03,IRN004,28.9,82.0,0.0,5.5,12.5,0.0
2023-03,IRQ001,111.0,87.3,6.2,5.4,0.8,0.3
2023-03,IRQ002,98.5,86.9,6.9,5.3,0.6,0.3
2023-03,IRQ003,12.5,89.9,0.6,6.1,3.0,0.4
2023-03,ITA002,1.1,96.1,0.0,3.9,0.0,0.0
2023-03,JOR002,80.6,78.9,12.2,7.1,1.8,0.0
2023-03,KEN001,45.2,0.0,75.4,19.7,4.9,0.0
2023-03,KEN002,2.2,45.8,0.0,54.2,0.0,0.0
2023-03,KEN003,45.1,0.0,78.0,17.1,5.0,0.0
2023-03,LBN002,100.0,7.7,69.7,11.5,10.4,0.7
2023-03,LBN004,100.0,7.7,44.8,27.9,18.8,0.7
2023-03,LBY001,100.0,0.0,84.9,14.8,0.3,0.0
2023-03,LBY002,100.0,89.3,0.0,10.7,0.0,0.0
2023-03,LKA002,100.0,0.0,68.4,16.2,15.3,0.1
2023-03,MAR002,100.0,99.9,0.0,0.1,0.0,0.0
2023-03,MDA002,6.3,50.7,0.0,49.8,0.0,0.0
2023-03,MDG001,100.0,83.1,9.2,6.9,0.8,0.0
2023-03,MDG002,20.7,24.6,39.6,31.7,4.0,0.0
2023-03,MDG007,100.0,99.7,0.2,0.1,0.0,0.0
2023-03,MDG008,3.3,70.3,22.5,7.3,0.0,0.0
2023-03,MEX001,100.0,99.5,0.4,0.1,0.0,0.0
2023-03,MEX002,100.0,99.7,0.3,,,
2023-03,MEX003,96.4,99.8,0.1,0.1,0.0,0.0
2023-03,MLI001,100.0,40.6,18.9,31.3,8.3,0.9
2023-03,MMR001,100.0,2.0,67.0,23.1,8.0,0.0
2023-03,MMR002,6.2,0.0,51.8,12.5,35.7,0.0
2023-03,MMR003,8.7,0.0,69.8,23.9,6.3,0.0
2023-03,MMR004,85.0,2.3,67.8,23.7,6.1,0.0
2023-03,MOZ001,76.3,55.1,38.4,6.6,0.0,0.0
2023-03,MOZ004,30.6,0.0,84.5,15.5,0.0,0.0
2023-03,MOZ009,9.1,98.6,0.9,0.6,0.0,0.0
2023-03,MOZ010,36.6,90.4,9.0,0.6,0.0,0.0
2023-03,MRT002,42.0,0.0,95.2,4.8,0.0,0.0
2023-03,MRT003,90.6,59.0,25.1,13.5,2.4,0.0
2023-03,MWI002,100.0,44.7,33.6,21.7,0.0,0.0
2023-03,MWI005,40.9,93.9,0.1,6.0,0.0,0.0
2023-03,MYS001,30.9,0.0,98.2,1.8,0.0,0.0
2023-03,NAM002,100.0,50.1,34.8,14.8,0.2,0.0
2023-03,NER001,100.0,83.4,3.3,7.8,5.5,0.0
2023-03,NER002,2.5,0.0,7.3,89.9,2.1,0.5
2023-03,NER003,23.3,60.2,7.4,26.4,5.0,0.9
2023-03,NER004,16.8,78.0,8.4,12.6,0.7,0.1
2023-03,NGA001,100.0,89.5,3.5,5.7,1.1,0.1
2023-03,NGA003,7.0,86.1,0.0,13.0,0.9,0.0
2023-03,NGA004,7.3,0.0,48.4,36.6,13.7,1.2
2023-03,NGA007,18.8,88.5,0.0,11.1,0.4,0.0
2023-03,NGA008,5.7,99.2,0.0,0.8,0.0,0.0
2023-03,NIC001,100.0,96.8,3.2,,,
2023-03,PAK001,100.0,78.1,13.0,7.8,1.1,0.0
2023-03,PAK004,1.8,,,,,
2023-03,PAK005,14.3,0.0,37.6,62.3,0.1,0.0
2023-03,PAN002,3.2,49.7,0.0,50.3,0.0,0.0
2023-03,PER002,100.0,69.8,25.1,5.1,0.0,0.0
2023-04,AFG001,100.0,12.8,21.3,31.8,34.1,0.0
2023-04,AGO002,8.0,17.6,24.8,42.4,15.2,0.0
2023-04,ARM002,54.4,98.0,0.4,1.7,0.0,0.0
2023-04,AZE002,28.1,0.0,100.0,0.0,0.0,0.0
2023-04,BDI001,100.0,0.0,86.2,13.0,0.8,0.0
2023-04,BFA002,17.8,0.0,0.0,46.1,51.6,2.3
2023-04,BGD002,0.9,0.0,0.0,100.0,0.0,0.0
2023-04,BRA001,47.1,98.8,0.9,0.3,0.0,0.0
2023-04,BRA002,47.1,99.5,0.2,0.3,0.0,0.0
2023-04,BRA003,21.7,99.8,0.1,0.0,0.0,0.0
2023-04,CAF001,113.9,0.0,43.8,43.5,12.8,0.0
2023-04,CHL002,100.0,39.1,58.4,2.5,0.0,0.0
2023-04,CMR001,100.0,86.4,0.0,7.5,6.1,0.0
2023-04,CMR002,13.8,67.2,0.0,4.4,28.4,0.0
2023-04,CMR003,48.8,84.9,0.0,10.6,4.5,0.0
2023-04,CMR004,20.5,91.6,0.0,8.4,0.0,0.0
2023-04,COD001,100.0,75.7,0.5,9.5,9.9,4.4
2023-04,COG001,11.3,57.3,36.5,5.5,0.6,0.0
2023-04,COL001,100.0,81.0,4.1,8.2,6.0,0.8
2023-04,COL002,70.6,84.1,1.0,14.8,0.0,0.0
2023-04,CRI002,21.1,78.2,4.1,17.7,0.0,0.0
2023-04,DJI001,100.0,44.2,35.7,19.0,1.0,0.0
2023-04,DJI002,57.6,93.4,0.0,6.6,0.0,0.0
2023-04,DJI003,100.0,48.6,35.1,15.2,1.0,0.0
2023-04,DOM002,100.0,6.3,92.6,1.1,0.0,0.0
2023-04,DZA002,100.0,99.4,0.0,0.6,0.0,0.0
2023-04,DZA003,0.5,22.0,37.7,40.4,0.0,0.0
2023-04,DZA004,100.5,99.0,0.2,0.8,0.0,0.0
